#BLTrackFile Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-1.28864 -1.16191 865 -0.445089 -0.401317 298.766 2.88533 22 476 1 0 1 
1.35183 -2.81452 865 0.46722 -0.972752 298.961 2.88535 22 478 1 0 1 
-2.03849 -1.57531 865 -0.70304 -0.543297 298.324 2.88534 22 481 1 0 1 
-0.583756 3.51904 865 -0.0021575 0.0171531 4.11327 2.88535 22 482 3149 1030 1 
1.76641 -0.782407 865 0.612985 -0.271513 300.174 2.88533 22 483 1 0 1 
-5.80695 -5.25512 865 -0.0435552 -0.0400966 5.88963 2.88546 22 484 2295 1417 1 
-0.999532 -1.89752 865 -0.347316 -0.659346 300.569 2.88534 22 492 1 0 1 
-0.335726 -2.23769 865 -0.116404 -0.775855 299.914 2.88534 22 494 1 0 1 
1.93512 -0.213028 865 0.666929 -0.0734192 298.118 2.88534 22 495 1 0 1 
-1.66862 -1.87077 865 -0.576643 -0.646503 298.927 2.88534 22 497 1 0 1 
-0.615344 -0.0197617 865 -0.213209 -0.00684718 299.711 2.88533 22 498 1 0 1 
-2.19326 -2.28953 865 -0.759032 -0.792349 299.355 2.88535 22 501 1 0 1 
3.63912 -0.213806 865 1.25935 -0.0739896 299.341 2.88535 22 503 1 0 1 
1.221 -1.68857 865 0.421871 -0.58342 298.868 2.88534 22 507 1 0 1 
1.22926 -0.391095 865 0.425658 -0.135425 299.524 2.88533 22 508 1 0 1 
1.32585 -0.975543 865 0.461487 -0.339555 301.078 2.88533 22 510 1 0 1 
-0.912485 -1.24504 865 -0.321101 -0.438124 304.391 2.88533 22 511 1 0 1 
-0.533394 -2.56141 865 -0.185901 -0.892714 301.473 2.88534 22 512 1 0 1 
1.1356 -1.53676 865 0.399226 -0.540256 304.095 2.88533 22 516 1 0 1 
1.20277 -3.06495 865 0.41979 -1.06972 301.901 2.88535 22 517 1 0 1 
2.0517 -2.89263 865 0.711192 -1.00269 299.84 2.88535 22 519 1 0 1 
2.50042 -1.83593 865 0.864215 -0.634549 298.968 2.88535 22 521 1 0 1 
2.28075 24.4811 865 0.061305 1.5528 39.1821 2.88728 -11 525 1001 1 1 
-1.94743 -3.23023 865 -0.68006 -1.12803 302.066 2.88536 22 526 1 0 1 
1.27555 -6.58536 865 0.0320157 -0.161473 18.6654 2.88543 22 527 2654 1706 1 
2.79274 -2.14729 865 0.971333 -0.74684 300.852 2.88535 22 528 1 0 1 
1.47743 -1.03425 865 0.511852 -0.358311 299.676 2.88533 22 529 1 0 1 
-0.678518 -1.70193 865 -0.234433 -0.58803 298.864 2.88533 22 534 1 0 1 
3.16817 -1.42747 865 1.11097 -0.500567 303.327 2.88535 22 535 1 0 1 
2.39737 -0.0731866 865 0.825464 -0.0251996 297.837 2.88534 22 536 1 0 1 
1.77744 -0.462682 865 0.620008 -0.161393 301.73 2.88533 22 537 1 0 1 
4.6378 -1.42455 865 1.60493 -0.492971 299.337 2.88537 22 538 1 0 1 
-0.961138 -0.688383 865 -0.334465 -0.239549 301.01 2.88533 22 541 1 0 1 
-0.342063 -0.716611 865 -0.119504 -0.250358 302.2 2.88533 22 547 1 0 1 
-0.800216 -0.53109 865 -0.274555 -0.182217 296.782 2.88533 22 551 1 0 1 
0.167469 -0.52096 865 0.0587781 -0.182846 303.597 2.88533 22 554 1 0 1 
